,hh_median_income,hh_mean_income,perc_educ_highschool,perc_educ_bachelor,unemployment_rate,total_population,age_under_5,age_5_to_9,age_10_to_14,age_15_to_19,age_20_to_24,age_25_to_29,age_30_to_34,age_35_to_39,age_40_to_44,age_45_to_49,age_50_to_54,age_55_to_59,age_60_to_64,age_65_to_69,age_70_to_74,age_75_to_79,age_80_to_84,age_85_up,pop_white,pop_black,pop_native,pop_asian,pop_latino,zip_code
"ZCTA5 62887: Summary level: 860, zip code tabulation area:62887",27917.0,62064,37.7,14.9,3.7,497,35,38,48,89,11,7,68,2,88,14,28,26,12,14,2,6,9,0,98.4,0.0,0.0,0.0,0.0,62887
"ZCTA5 62897: Summary level: 860, zip code tabulation area:62897",21000.0,58652,24.1,8.9,13.2,406,11,13,40,11,15,6,56,49,20,6,21,32,38,46,11,26,2,3,98.0,0.0,0.0,0.0,0.0,62897
"ZCTA5 62916: Summary level: 860, zip code tabulation area:62916",29907.0,90846,39.4,13.4,4.6,938,62,65,51,42,86,38,80,31,75,5,64,109,67,48,47,31,19,18,98.8,0.0,0.0,0.0,0.0,62916
"ZCTA5 62920: Summary level: 860, zip code tabulation area:62920",30212.0,63703,32.5,17.9,4.2,3219,148,121,171,237,128,215,166,253,148,209,194,255,281,162,158,207,138,28,88.8,0.0,0.2,0.2,14.6,62920
"ZCTA5 62930: Summary level: 860, zip code tabulation area:62930",24857.0,62046,27.4,13.6,7.1,5915,348,238,446,177,350,373,460,449,203,477,404,372,360,391,361,195,129,182,95.7,0.8,0.0,0.1,3.3,62930
"ZCTA5 62933: Summary level: 860, zip code tabulation area:62933",30104.0,64712,33.1,10.9,5.8,1160,67,34,24,28,92,84,76,33,55,77,42,154,86,55,98,28,71,56,96.3,1.2,0.7,0.0,2.0,62933
"ZCTA5 62690: Summary level: 860, zip code tabulation area:62690",31350.0,64369,40.1,13.7,5.2,3957,93,209,302,471,113,154,232,320,194,331,220,287,312,213,206,133,75,92,99.3,0.2,0.0,0.2,0.7,62690
"ZCTA5 62655: Summary level: 860, zip code tabulation area:62655",28472.0,54494,46.4,5.8,2.3,367,0,45,12,10,7,9,22,17,24,30,50,37,44,22,15,13,6,4,93.7,0.0,3.0,0.0,0.0,62655
"ZCTA5 62670: Summary level: 860, zip code tabulation area:62670",39727.0,83613,24.6,22.6,1.4,2784,129,199,302,153,112,149,127,157,238,195,191,190,130,210,106,107,74,15,97.9,1.0,0.0,0.4,0.3,62670
"ZCTA5 62677: Summary level: 860, zip code tabulation area:62677",37964.0,95916,35.0,15.3,3.6,2295,125,127,175,95,50,61,81,157,136,211,183,173,222,213,103,94,55,34,99.1,0.0,0.1,0.7,1.8,62677
"ZCTA5 62695: Summary level: 860, zip code tabulation area:62695",29583.0,52832,44.5,13.4,1.0,200,8,5,18,5,0,9,17,16,13,7,11,21,9,10,25,9,11,6,95.5,0.0,0.0,2.0,0.0,62695
"ZCTA5 62806: Summary level: 860, zip code tabulation area:62806",30546.0,65938,34.9,9.8,5.2,3419,226,189,252,205,162,152,149,225,202,226,233,232,180,260,166,163,82,115,96.3,1.1,1.0,0.5,2.0,62806
"ZCTA5 62828: Summary level: 860, zip code tabulation area:62828",30714.0,70115,25.5,16.4,5.9,1376,77,108,170,129,65,27,54,73,95,111,70,106,58,56,43,50,25,59,100.0,0.0,0.0,0.0,1.1,62828
"ZCTA5 62867: Summary level: 860, zip code tabulation area:62867",22045.0,52183,36.6,5.6,5.1,486,12,12,32,18,40,24,27,20,47,16,35,51,54,22,31,3,25,17,95.3,0.0,0.0,0.0,1.6,62867
"ZCTA5 62875: Summary level: 860, zip code tabulation area:62875",27621.0,71902,37.8,9.0,5.2,1110,52,45,94,45,41,70,57,62,58,66,137,80,93,62,50,44,31,23,99.0,0.0,0.6,0.2,0.0,62875
"ZCTA5 62879: Summary level: 860, zip code tabulation area:62879",22857.0,45620,66.1,0.0,0.0,78,3,3,3,6,1,5,5,1,2,5,3,14,11,3,4,2,6,1,97.4,0.0,0.0,0.0,1.3,62879
"ZCTA5 62880: Summary level: 860, zip code tabulation area:62880",28214.0,61657,36.6,17.4,1.3,712,27,85,67,14,43,45,23,57,45,8,56,19,35,26,48,66,20,28,98.6,0.0,0.0,1.4,0.0,62880
"ZCTA5 62884: Summary level: 860, zip code tabulation area:62884",32067.0,60126,33.1,13.4,6.9,2637,133,178,135,114,98,183,73,123,172,172,210,241,271,155,123,178,34,44,97.8,0.0,0.0,0.0,3.1,62884
"ZCTA5 62889: Summary level: 860, zip code tabulation area:62889",32284.0,69569,26.3,15.7,6.6,885,73,55,28,76,60,6,32,46,38,59,84,71,105,43,50,28,14,17,99.0,0.6,0.5,0.0,0.0,62889
"ZCTA5 62908: Summary level: 860, zip code tabulation area:62908",30938.0,67356,30.5,19.1,7.7,561,69,69,8,36,28,21,50,33,18,30,30,28,63,39,20,13,0,6,87.5,0.0,1.8,0.2,0.7,62908
"ZCTA5 62367: Summary level: 860, zip code tabulation area:62367",19648.0,44954,49.6,8.6,21.4,1021,36,64,45,36,98,40,35,27,41,66,84,84,66,80,86,48,47,38,98.3,1.1,0.0,0.0,0.0,62367
"ZCTA5 62373: Summary level: 860, zip code tabulation area:62373",32067.0,74842,20.6,18.2,0.0,203,0,0,0,15,23,7,6,4,2,8,56,8,28,4,9,14,13,6,100.0,0.0,0.0,0.0,0.0,62373
"ZCTA5 62375: Summary level: 860, zip code tabulation area:62375",40179.0,82005,40.0,10.9,7.7,335,7,28,45,19,16,5,3,22,18,28,37,24,4,22,29,12,3,13,100.0,0.0,0.0,0.0,0.0,62375
"ZCTA5 62425: Summary level: 860, zip code tabulation area:62425",35089.0,68335,14.7,25.8,0.0,431,0,10,46,25,9,4,5,23,42,76,46,60,49,0,20,9,0,7,95.8,0.0,0.0,0.0,2.1,62425
"ZCTA5 62433: Summary level: 860, zip code tabulation area:62433",32368.0,64846,33.2,13.6,2.4,994,64,36,65,84,17,45,52,67,41,54,104,77,124,68,22,49,12,13,99.3,0.0,0.0,0.2,1.2,62433
"ZCTA5 62443: Summary level: 860, zip code tabulation area:62443",26789.0,68132,44.6,12.0,0.4,1538,73,101,65,145,129,22,57,107,79,139,102,73,180,62,53,102,28,21,97.5,0.9,0.2,0.5,0.0,62443
"ZCTA5 62445: Summary level: 860, zip code tabulation area:62445",29330.0,62250,47.8,7.1,7.5,1278,68,65,96,109,11,137,50,106,66,52,93,99,107,24,44,47,50,54,97.0,0.0,0.0,0.7,0.5,62445
"ZCTA5 62458: Summary level: 860, zip code tabulation area:62458",24569.0,57252,37.0,5.2,7.7,2077,104,134,100,74,216,124,64,81,81,181,182,130,140,108,145,90,65,58,99.6,0.1,0.0,0.0,0.2,62458
"ZCTA5 62460: Summary level: 860, zip code tabulation area:62460",27821.0,70779,40.9,9.2,4.1,1297,68,125,73,86,35,17,155,98,56,52,59,111,81,65,57,40,54,65,96.3,0.0,2.9,0.8,0.0,62460
"ZCTA5 62521: Summary level: 860, zip code tabulation area:62521",30203.0,74280,37.0,15.2,8.0,35261,2251,2201,2218,2016,1780,2098,2221,1776,1865,1854,2156,2679,2715,2253,1779,1252,1098,1049,76.4,18.3,0.3,0.7,2.0,62521
"ZCTA5 62537: Summary level: 860, zip code tabulation area:62537",-666666666.0,43113,53.8,3.8,0.0,80,0,0,0,17,11,0,0,3,2,7,9,4,18,0,4,3,0,2,100.0,0.0,0.0,0.0,0.0,62537
"ZCTA5 62539: Summary level: 860, zip code tabulation area:62539",37525.0,71475,50.1,10.6,4.9,1247,71,109,88,60,50,72,64,64,73,79,81,66,114,131,42,41,32,10,97.3,0.2,0.0,0.0,2.1,62539
"ZCTA5 62540: Summary level: 860, zip code tabulation area:62540",28177.0,63598,41.1,5.8,7.7,1549,51,87,86,160,118,94,77,80,105,97,118,133,121,56,58,40,40,28,99.9,0.0,0.0,0.0,0.0,62540
"ZCTA5 62546: Summary level: 860, zip code tabulation area:62546",35712.0,78595,44.2,12.3,1.1,1740,99,120,157,85,124,133,128,73,63,102,132,171,101,77,61,40,47,27,98.0,0.0,0.0,0.0,2.8,62546
"ZCTA5 62325: Summary level: 860, zip code tabulation area:62325",28967.0,66211,39.1,13.4,2.7,501,20,22,28,61,20,41,26,32,21,58,40,47,11,36,9,9,2,18,94.8,0.0,0.0,5.2,0.0,62325
"ZCTA5 62336: Summary level: 860, zip code tabulation area:62336",-666666666.0,81483,11.8,29.4,0.0,21,1,1,0,0,2,1,0,0,2,0,0,8,0,1,2,1,0,2,95.2,0.0,0.0,0.0,4.8,62336
"ZCTA5 62347: Summary level: 860, zip code tabulation area:62347",35000.0,77547,43.8,11.7,4.7,1992,106,138,219,173,44,60,161,114,117,180,159,132,125,72,80,28,43,41,99.5,0.5,0.0,0.0,0.0,62347
"ZCTA5 62354: Summary level: 860, zip code tabulation area:62354",25162.0,62983,38.6,15.0,1.8,1484,49,37,84,114,49,98,17,140,78,44,93,96,150,117,127,66,70,55,97.7,0.6,0.0,0.7,1.5,62354
"ZCTA5 62357: Summary level: 860, zip code tabulation area:62357",16776.0,51122,27.0,7.9,23.1,462,32,8,84,16,55,9,38,19,28,41,0,28,19,36,24,5,11,9,85.1,0.0,0.0,0.0,0.0,62357
"ZCTA5 62374: Summary level: 860, zip code tabulation area:62374",22297.0,47650,45.5,11.0,5.3,337,3,5,0,16,5,82,2,2,16,5,43,36,38,43,6,31,4,0,100.0,0.0,0.0,0.0,0.0,62374
"ZCTA5 62378: Summary level: 860, zip code tabulation area:62378",32785.0,74723,44.9,10.1,1.2,1047,41,72,57,17,16,73,62,52,57,82,80,118,41,117,44,73,20,25,97.0,0.0,1.1,0.0,6.2,62378
"ZCTA5 62422: Summary level: 860, zip code tabulation area:62422",29241.0,59174,57.0,5.2,3.5,1014,47,52,52,72,59,57,25,47,99,55,99,64,92,80,63,13,18,20,97.7,0.4,0.0,0.7,2.3,62422
"ZCTA5 62426: Summary level: 860, zip code tabulation area:62426",20617.0,50946,48.8,3.2,6.5,891,61,25,34,49,56,73,39,33,80,40,35,43,77,106,70,59,6,5,98.9,0.0,0.1,0.6,0.0,62426
"ZCTA5 62431: Summary level: 860, zip code tabulation area:62431",29028.0,63551,52.5,7.4,3.3,1030,38,88,67,102,32,71,47,55,50,98,93,25,34,114,42,56,4,14,100.0,0.0,0.0,0.0,0.0,62431
"ZCTA5 62434: Summary level: 860, zip code tabulation area:62434",34000.0,81324,48.3,8.6,10.8,365,6,25,28,0,14,26,15,12,14,5,29,33,18,19,15,88,18,0,98.1,0.0,0.0,1.9,0.0,62434
"ZCTA5 62436: Summary level: 860, zip code tabulation area:62436",15732.0,46212,37.4,5.4,20.1,713,37,21,23,19,62,88,38,13,23,17,36,106,48,90,45,22,25,0,98.6,0.0,0.0,0.0,0.0,62436
"ZCTA5 62241: Summary level: 860, zip code tabulation area:62241",38480.0,68994,36.0,4.7,1.4,878,40,46,53,29,26,36,61,55,14,58,60,101,122,90,46,15,4,22,99.9,0.1,0.0,0.0,0.0,62241
"ZCTA5 62348: Summary level: 860, zip code tabulation area:62348",30556.0,64395,22.4,12.9,0.0,155,4,3,24,0,8,7,7,3,20,25,22,5,15,3,6,0,3,0,98.7,0.0,0.0,1.3,1.9,62348
"ZCTA5 62349: Summary level: 860, zip code tabulation area:62349",32326.0,62697,42.5,6.1,1.5,695,73,62,26,28,12,50,44,69,40,27,37,55,50,40,34,19,16,13,96.4,0.0,0.0,1.2,2.3,62349
"ZCTA5 62362: Summary level: 860, zip code tabulation area:62362",25625.0,48049,42.4,5.8,1.6,303,2,16,18,18,6,16,11,16,10,23,27,14,26,20,25,25,22,8,94.7,4.3,0.0,0.3,1.7,62362
"ZCTA5 62615: Summary level: 860, zip code tabulation area:62615",33079.0,77424,37.7,15.3,2.8,5519,284,351,316,420,280,602,376,231,392,346,342,427,356,195,203,135,98,165,95.5,3.2,0.0,0.6,2.7,62615
"ZCTA5 62626: Summary level: 860, zip code tabulation area:62626",26617.0,71683,33.5,16.3,8.0,7603,414,400,582,556,656,401,294,524,423,445,316,439,567,585,338,232,149,282,92.8,2.9,0.3,0.6,2.4,62626
"ZCTA5 62628: Summary level: 860, zip code tabulation area:62628",30550.0,64992,38.1,15.3,4.8,735,55,50,23,59,63,56,40,44,41,59,28,49,30,45,35,24,25,9,100.0,0.0,0.0,0.0,4.8,62628
"ZCTA5 62629: Summary level: 860, zip code tabulation area:62629",46942.0,111300,16.2,31.1,2.1,14597,984,1312,1130,1001,842,740,1098,1308,973,904,1044,774,797,615,368,420,184,103,95.2,1.5,0.0,1.3,1.9,62629
"ZCTA5 62649: Summary level: 860, zip code tabulation area:62649",33684.0,81173,57.9,10.9,7.4,603,40,48,84,37,28,26,48,35,49,33,46,53,22,12,8,3,10,21,98.0,0.0,0.0,0.0,0.0,62649
"ZCTA5 62664: Summary level: 860, zip code tabulation area:62664",27328.0,73965,42.0,10.6,3.1,3182,136,127,228,275,140,170,97,170,253,183,271,220,202,200,197,92,76,145,96.9,1.0,0.0,0.8,0.9,62664
"ZCTA5 62667: Summary level: 860, zip code tabulation area:62667",25000.0,57093,46.5,13.8,4.8,486,32,33,13,16,16,2,39,31,17,19,21,48,46,57,30,34,2,30,97.5,2.1,0.0,0.0,0.4,62667
"ZCTA5 62704: Summary level: 860, zip code tabulation area:62704",32906.0,78599,20.8,26.9,6.5,40672,2337,2105,2152,2171,3009,3101,2887,2849,2226,2663,2513,2868,2457,2331,1787,1200,988,1028,77.5,16.2,0.0,3.4,3.1,62704
"ZCTA5 62801: Summary level: 860, zip code tabulation area:62801",25651.0,58266,34.0,8.6,8.9,21185,1209,1268,1229,1191,1353,1294,1282,1280,1475,1236,1364,1547,1555,1185,799,882,431,605,85.2,10.1,0.1,0.7,4.3,62801
"ZCTA5 61720: Summary level: 860, zip code tabulation area:61720",43281.0,75180,55.5,10.9,2.0,215,33,27,15,12,0,22,17,9,10,8,5,18,8,17,4,4,1,5,97.7,0.0,0.5,0.0,0.0,61720
"ZCTA5 61726: Summary level: 860, zip code tabulation area:61726",32361.0,85368,41.0,18.7,2.2,2476,142,104,180,194,125,125,128,163,176,125,146,254,132,159,141,74,77,31,95.4,1.5,0.0,0.5,4.4,61726
"ZCTA5 61028: Summary level: 860, zip code tabulation area:61028",31833.0,72796,33.0,15.2,4.0,1986,61,59,115,117,82,116,80,56,152,134,134,145,200,133,164,107,53,78,98.2,0.4,0.0,0.2,0.7,61028
"ZCTA5 61316: Summary level: 860, zip code tabulation area:61316",30417.0,60363,57.4,4.5,3.1,250,14,12,14,14,20,6,25,12,17,15,15,13,11,20,21,6,8,7,100.0,0.0,0.0,0.0,7.2,61316
"ZCTA5 61006: Summary level: 860, zip code tabulation area:61006",28398.0,70838,43.0,8.9,10.5,1841,86,143,125,103,59,114,151,63,104,132,124,165,101,66,76,71,43,115,94.7,0.9,0.0,1.2,3.2,61006
"ZCTA5 61020: Summary level: 860, zip code tabulation area:61020",31528.0,82957,31.1,14.3,6.9,3040,137,255,348,330,200,205,234,210,257,210,182,129,78,76,72,45,61,11,97.4,0.1,0.0,0.3,13.4,61020
"ZCTA5 62935: Summary level: 860, zip code tabulation area:62935",29599.0,76370,25.3,16.4,8.4,1994,158,93,127,131,80,146,84,183,97,109,131,120,118,127,110,66,52,62,97.4,0.4,0.0,0.3,1.1,62935
"ZCTA5 62964: Summary level: 860, zip code tabulation area:62964",20809.0,37217,24.8,2.0,7.5,1168,72,68,98,43,24,67,76,41,25,99,27,85,178,89,81,62,18,15,33.3,64.6,0.5,0.0,1.2,62964
"ZCTA5 62970: Summary level: 860, zip code tabulation area:62970",22151.0,55644,49.0,7.4,8.4,685,34,17,85,32,19,52,41,50,18,5,32,92,60,27,29,22,56,14,91.1,6.6,0.0,0.0,0.0,62970
"ZCTA5 62983: Summary level: 860, zip code tabulation area:62983",23077.0,62889,34.5,16.6,0.0,1476,76,116,74,50,65,65,38,119,119,97,152,87,96,116,69,69,37,31,96.1,3.0,0.0,0.0,2.5,62983
"ZCTA5 62994: Summary level: 860, zip code tabulation area:62994",32708.0,63863,40.0,7.8,0.9,678,50,43,45,32,23,35,53,8,71,24,98,56,8,22,46,25,10,29,96.9,0.0,0.1,0.0,0.6,62994
"ZCTA5 62060: Summary level: 860, zip code tabulation area:62060",18621.0,39221,37.1,5.9,13.6,4135,330,267,47,270,197,440,251,280,209,198,225,371,377,198,201,108,66,100,43.6,53.3,0.4,0.3,2.1,62060
"ZCTA5 62022: Summary level: 860, zip code tabulation area:62022",32426.0,78101,54.6,5.9,0.0,1103,62,21,28,52,29,90,41,81,52,54,54,110,122,152,55,31,51,18,95.8,0.0,2.1,0.0,0.0,62022
"ZCTA5 62036: Summary level: 860, zip code tabulation area:62036",31438.0,81535,56.3,8.3,0.6,706,6,11,25,53,30,0,3,5,43,32,70,81,84,66,106,33,19,39,100.0,0.0,0.0,0.0,0.0,62036
"ZCTA5 62054: Summary level: 860, zip code tabulation area:62054",24866.0,53464,49.0,9.3,7.5,606,40,23,49,66,20,24,18,13,55,39,56,55,19,36,34,24,24,11,93.6,0.5,0.0,0.0,5.4,62054
"ZCTA5 62081: Summary level: 860, zip code tabulation area:62081",30714.0,45687,44.0,18.7,2.5,318,56,32,10,0,11,25,29,10,5,22,16,22,10,23,20,9,16,2,100.0,0.0,0.0,0.0,0.0,62081
"ZCTA5 62091: Summary level: 860, zip code tabulation area:62091",42250.0,79811,33.6,3.3,0.0,399,42,75,30,4,4,2,28,94,0,7,9,24,29,36,14,1,0,0,100.0,0.0,0.0,0.0,0.0,62091
"ZCTA5 62092: Summary level: 860, zip code tabulation area:62092",25490.0,57764,55.6,8.0,2.3,2894,101,131,180,197,225,142,102,164,168,192,306,211,208,222,82,112,45,106,98.0,1.1,0.0,0.0,1.5,62092
"ZCTA5 62956: Summary level: 860, zip code tabulation area:62956",19352.0,65348,44.8,5.9,9.2,940,74,91,57,41,79,44,104,7,20,40,43,49,35,104,59,22,36,35,97.3,1.0,0.0,0.0,1.0,62956
"ZCTA5 62957: Summary level: 860, zip code tabulation area:62957",24550.0,48408,45.4,14.6,2.4,867,89,100,21,37,16,25,46,78,37,48,48,60,136,28,40,30,16,12,94.6,4.5,0.0,0.0,0.0,62957
"ZCTA5 62960: Summary level: 860, zip code tabulation area:62960",23852.0,56398,32.3,11.0,3.6,10755,590,914,522,579,594,504,474,653,727,637,730,718,810,510,659,401,393,340,91.6,5.5,0.1,0.3,3.0,62960
"ZCTA5 62962: Summary level: 860, zip code tabulation area:62962",-666666666.0,-666666666,-666666666.0,-666666666.0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,62962
"ZCTA5 62963: Summary level: 860, zip code tabulation area:62963",15721.0,38147,38.5,3.8,14.8,744,23,61,62,46,74,50,49,55,36,29,54,79,48,27,26,17,8,0,47.8,50.8,0.0,0.5,5.4,62963
"ZCTA5 62984: Summary level: 860, zip code tabulation area:62984",22659.0,67146,42.2,6.8,7.7,1673,102,76,192,75,91,47,122,79,96,137,80,104,80,128,140,43,39,42,96.2,0.5,1.6,0.0,1.8,62984
"ZCTA5 62988: Summary level: 860, zip code tabulation area:62988",24828.0,54315,33.4,6.1,10.2,1444,65,49,51,82,25,89,73,19,115,139,165,145,124,202,36,33,10,22,66.6,28.0,0.1,0.0,2.1,62988
"ZCTA5 62021: Summary level: 860, zip code tabulation area:62021",45625.0,98791,31.5,20.4,5.7,1207,88,95,45,33,35,84,46,23,159,10,39,196,226,42,0,50,9,27,100.0,0.0,0.0,0.0,0.9,62021
"ZCTA5 62011: Summary level: 860, zip code tabulation area:62011",15833.0,47056,60.0,0.5,0.0,224,0,5,14,15,5,1,8,12,11,9,6,5,15,30,52,18,18,0,100.0,0.0,0.0,0.0,0.0,62011
"ZCTA5 62016: Summary level: 860, zip code tabulation area:62016",23557.0,70637,43.8,9.4,0.6,3572,209,289,118,213,241,221,248,266,196,217,225,252,203,204,173,138,78,81,96.2,0.4,0.0,0.0,2.0,62016
"ZCTA5 62017: Summary level: 860, zip code tabulation area:62017",25479.0,47470,52.9,2.9,14.5,927,33,28,40,37,41,79,31,51,28,92,51,84,112,76,56,40,23,25,98.4,0.0,1.1,0.0,0.0,62017
"ZCTA5 62028: Summary level: 860, zip code tabulation area:62028",8228.0,62526,34.3,18.9,3.2,1119,22,12,46,272,312,36,39,9,4,18,25,42,51,107,96,13,7,8,92.9,3.3,0.0,0.4,1.6,62028
"ZCTA5 62838: Summary level: 860, zip code tabulation area:62838",23365.0,59664,40.0,9.5,5.3,1853,138,172,130,65,58,165,108,110,77,66,154,80,125,137,66,98,67,37,98.8,0.0,0.1,0.0,0.1,62838
"ZCTA5 62818: Summary level: 860, zip code tabulation area:62818",38438.0,60251,29.0,7.7,1.6,251,8,8,11,9,8,27,7,5,4,14,33,34,15,19,13,17,14,5,98.4,0.0,1.6,0.0,0.0,62818
"ZCTA5 62819: Summary level: 860, zip code tabulation area:62819",22039.0,43628,34.9,5.6,10.6,382,11,22,17,16,47,28,17,16,37,32,29,19,15,26,22,10,6,12,96.9,0.0,0.0,0.0,0.8,62819
"ZCTA5 62821: Summary level: 860, zip code tabulation area:62821",25280.0,61945,36.2,12.1,6.8,7145,393,450,330,374,326,409,380,393,410,423,463,566,556,400,430,205,324,313,96.8,0.9,0.3,1.1,0.9,62821
"ZCTA5 62843: Summary level: 860, zip code tabulation area:62843",19474.0,50203,37.1,13.6,0.0,184,12,14,5,21,0,20,19,15,18,2,22,9,8,5,0,2,0,12,100.0,0.0,0.0,0.0,0.0,62843
"ZCTA5 62859: Summary level: 860, zip code tabulation area:62859",30103.0,67419,37.0,7.5,2.4,5683,301,366,296,221,345,368,286,328,317,328,387,340,441,285,433,251,236,154,98.9,0.6,0.0,0.2,0.8,62859
"ZCTA5 62865: Summary level: 860, zip code tabulation area:62865",28750.0,66662,30.9,16.7,2.8,1977,117,87,168,89,27,125,94,111,109,135,173,194,212,140,83,41,57,15,97.4,0.1,1.6,0.0,0.4,62865
"ZCTA5 62881: Summary level: 860, zip code tabulation area:62881",26543.0,59415,38.1,10.1,10.3,10700,774,791,497,534,536,871,710,609,635,618,638,691,743,580,512,401,241,319,96.0,1.1,0.1,0.8,1.5,62881
"ZCTA5 62883: Summary level: 860, zip code tabulation area:62883",28235.0,75822,23.9,12.2,10.5,828,28,54,45,152,0,18,19,11,102,137,19,69,56,38,57,17,0,6,100.0,0.0,0.0,0.0,0.0,62883
"ZCTA5 62896: Summary level: 860, zip code tabulation area:62896",21044.0,48449,37.1,6.5,9.6,11971,744,720,585,715,837,819,625,392,796,729,685,1010,815,979,475,506,335,204,97.2,1.1,0.3,0.3,0.4,62896
"ZCTA5 62899: Summary level: 860, zip code tabulation area:62899",27155.0,68219,32.2,10.6,3.8,1815,212,166,125,40,88,275,83,64,33,102,48,123,95,164,101,39,28,29,98.2,0.0,0.2,0.9,0.1,62899
"ZCTA5 62901: Summary level: 860, zip code tabulation area:62901",15743.0,49231,14.4,17.3,9.6,26255,819,919,953,3536,6456,2537,1554,1229,1096,1300,933,1013,981,872,865,368,406,418,64.9,25.8,0.2,4.7,5.0,62901
"ZCTA5 62905: Summary level: 860, zip code tabulation area:62905",28636.0,69792,31.0,12.4,8.3,560,4,6,20,30,9,36,51,17,50,38,33,45,59,44,69,27,14,8,90.2,0.0,0.0,1.6,20.0,62905
"ZCTA5 62953: Summary level: 860, zip code tabulation area:62953",18553.0,42396,42.5,2.9,8.4,274,17,24,14,24,21,32,14,2,14,24,24,8,16,9,12,14,3,2,87.2,9.5,0.0,0.0,0.0,62953
"ZCTA5 62231: Summary level: 860, zip code tabulation area:62231",29124.0,71560,34.8,16.4,3.0,7313,179,486,464,505,487,305,367,449,541,578,634,458,440,535,287,313,144,141,96.3,0.7,1.0,0.6,1.1,62231
"ZCTA5 62238: Summary level: 860, zip code tabulation area:62238",25833.0,56125,47.5,3.3,7.0,632,36,27,69,49,26,63,15,56,45,15,35,57,36,34,41,16,6,6,98.9,0.2,0.0,0.0,0.9,62238
"ZCTA5 62249: Summary level: 860, zip code tabulation area:62249",36278.0,88770,30.1,19.8,4.1,15574,995,1052,1046,928,679,1033,983,1138,898,871,1043,1027,1161,684,720,578,394,344,94.6,1.5,0.0,2.4,2.5,62249
"ZCTA5 62266: Summary level: 860, zip code tabulation area:62266",32353.0,-999999999,0.0,34.0,26.5,102,0,0,17,35,0,0,0,17,17,0,0,0,16,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,62266
"ZCTA5 62271: Summary level: 860, zip code tabulation area:62271",39815.0,77706,31.1,17.3,5.6,1994,108,121,123,121,126,106,121,138,111,129,115,186,83,138,78,89,50,51,95.9,2.6,0.0,0.0,2.2,62271
"ZCTA5 62294: Summary level: 860, zip code tabulation area:62294",40254.0,95460,20.3,24.4,2.2,14156,902,787,1137,812,681,878,1013,900,1005,1072,1285,1059,940,525,435,291,224,210,95.5,1.5,0.1,1.4,2.9,62294
"ZCTA5 62316: Summary level: 860, zip code tabulation area:62316",27857.0,66962,42.5,9.7,1.0,662,78,26,68,27,21,33,60,31,32,38,43,43,69,25,23,29,6,10,97.4,1.5,0.0,1.1,0.0,62316
"ZCTA5 62321: Summary level: 860, zip code tabulation area:62321",31806.0,72636,31.3,17.8,4.3,3806,152,224,240,218,113,121,220,230,230,199,314,281,308,233,234,157,118,214,97.9,0.3,0.0,0.3,1.7,62321
"ZCTA5 62330: Summary level: 860, zip code tabulation area:62330",29537.0,55082,32.8,14.8,3.6,1786,99,117,115,102,55,91,99,121,102,129,166,110,121,92,121,76,37,33,95.7,2.8,0.0,0.0,1.2,62330
"ZCTA5 62344: Summary level: 860, zip code tabulation area:62344",-666666666.0,-999999999,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0,62344
"ZCTA5 62051: Summary level: 860, zip code tabulation area:62051",29219.0,62484,37.1,14.0,3.4,687,24,15,26,24,21,18,36,36,18,38,83,109,100,41,33,17,31,17,99.9,0.1,0.0,0.0,1.7,62051
"ZCTA5 62059: Summary level: 860, zip code tabulation area:62059",16170.0,26577,36.6,3.8,7.7,411,15,32,24,8,45,18,8,9,8,24,12,61,47,49,22,11,9,9,3.6,94.4,0.0,0.0,1.9,62059
"ZCTA5 62078: Summary level: 860, zip code tabulation area:62078",26250.0,53748,36.2,4.3,4.5,107,11,7,9,5,6,9,0,7,7,13,5,11,9,5,3,0,0,0,100.0,0.0,0.0,0.0,5.6,62078
"ZCTA5 62095: Summary level: 860, zip code tabulation area:62095",26724.0,58436,40.2,10.6,6.2,10471,717,647,716,664,583,1045,792,603,639,634,618,639,538,491,389,215,212,329,92.4,4.3,0.2,0.7,0.9,62095
"ZCTA5 62097: Summary level: 860, zip code tabulation area:62097",40375.0,91631,33.6,15.5,4.6,2893,129,142,205,160,145,209,190,149,189,225,270,204,192,223,149,80,12,20,96.5,0.2,0.0,0.1,1.8,62097
"ZCTA5 62215: Summary level: 860, zip code tabulation area:62215",38108.0,88891,27.9,20.9,0.5,2103,140,123,187,211,111,154,141,138,138,112,143,137,103,86,88,45,20,26,89.3,0.9,0.0,0.7,11.0,62215
"ZCTA5 62236: Summary level: 860, zip code tabulation area:62236",46947.0,126496,21.1,27.7,3.2,14067,980,731,1022,1034,357,744,868,998,949,905,1078,1214,852,842,380,349,397,367,97.0,0.0,0.0,1.4,1.6,62236
"ZCTA5 62250: Summary level: 860, zip code tabulation area:62250",27644.0,59424,33.1,8.7,7.3,468,16,28,40,41,20,23,46,22,26,17,19,30,39,14,22,29,14,22,94.7,0.0,0.0,0.0,1.3,62250
